phage,host
KU160640,LC361338
MK919472,NZ_LN831039.1
MT952852,NZ_MIGA01000001
MH576972,NZ_CABEIC010000001.1
MN908692,NZ_LN831039.1
MN586002,NZ_LN831039.1
MK967387,NZ_LN831039.1
MT776810,NZ_CP022580.1
MT498049,CP019892
MK801722,NZ_JYBE02000001.1
KX522649,NZ_LN831039.1
MN813686,NZ_LN831039.1
MG099940,NZ_CABEIC010000001.1
MK279897,NZ_LN831039.1
MT771348,NZ_CABEIC010000001.1
MH976509,NZ_CABEIC010000001.1
MG099941,NZ_CABEIC010000001.1
MK494123,NZ_LN831039.1
MK878897,NZ_LN831039.1
MG099942,NZ_LN831039.1
KY965066,NZ_LN831039.1
MK494103,LC361338
MN585964,NZ_LN831039.1
MN586012,NZ_LN831039.1
MT553336,NZ_CABEIC010000001.1
MN586039,NZ_LN831039.1
KY224001,NZ_LN831039.1
KU998236,NZ_CABEIC010000001.1
MH536814,NZ_JYBE02000001.1
MN617844,NZ_LN831039.1
MT024867,QLNP01000098
MT310865,MTKC01000003
MG920060,NZ_LN831039.1
MH155865,NZ_LN831039.1
MK524516,NZ_LN831039.1
KY549154,NC_012490.1
MN586030,NZ_LN831039.1
MF185727,NZ_LN831039.1
MK112531,LC361338
MN945900,NZ_LN831039.1
MT897902,NZ_LN831039.1
MT310874,LC361338
MF133446,NZ_LN831039.1
MN234235,NZ_LN831039.1
MT723939,NZ_LN831039.1
MH045556,NZ_LT629770
MF537628,NC_012490.1
MG757155,NZ_CABEIC010000001.1
MK112532,NZ_LN831039.1
MK967391,CP019892
JN699628,NZ_LN831039.1
MG920061,CP019892
MK112533,NZ_LN831039.1
EU816590,NZ_LN831039.1
MK359351,NZ_CM001889
MK894436,NZ_CABEIC010000001.1
MH834601,NZ_LN831039.1
MN369757,NZ_JYBE02000001.1
MT952844,NZ_CABEIC010000001.1
MN183283,LC361338
MK433270,NZ_JYBE02000001.1
MK392363,NZ_OCQN01000001
KU998235,NZ_CABEIC010000001.1
MK524511,NZ_LN831039.1
MH051249,NZ_LN831039.1
JF957057,NZ_LN831039.1
EU568876,NZ_LN831039.1
MK305884,NZ_LN831039.1
MH450114,LC361338
MK433274,NZ_CABEIC010000001.1
MN284892,CP019892
MH271293,NC_012490.1
MN096371,NZ_JYBE02000001.1
MH834602,CP019892
MK977714,CP032788
MG812487,NZ_CABEIC010000001.1
KX507345,NZ_CP029197.1
MH779498,NZ_LN831039.1
KF006817,NZ_LN831039.1
MT114160,NZ_CABEIC010000001.1
KC691254,NZ_LN831039.1
KT365401,LC361338
MH576949,NZ_LN831039.1
MH450115,LC361338
MT521990,CP019892
KT591491,NZ_LN831039.1
MH834603,QLNP01000098
KU998233,NZ_CABEIC010000001.1
MN585999,NZ_LN831039.1
KU865302,NZ_LN831039.1
KX925554,NC_048650.1
MH576973,NZ_LN831039.1
KX808130,NZ_LN831039.1
KT270441,NZ_LN831039.1
MN586045,NZ_LN831039.1
KX443326,NZ_LN831039.1
KR347352,NC_006085.1
,LC361338
MK524501,NZ_CABEIC010000001.1
MH271294,NC_012490.1
MN369762,NZ_LN831039.1
MK376958,NZ_CABEIC010000001.1
MT889373,QLNP01000098
MK814753,CP019892
MN586043,NZ_LN831039.1
MN585998,NZ_LN831039.1
MT498067,CP019892
MT498055,QLNP01000098
MK494115,NZ_LN831039.1
MW055901,NZ_CABEIC010000001.1
MN096356,NZ_LN831039.1
MT723938,NZ_CABEIC010000001.1
MT889378,NZ_CABEIC010000001.1
MT639649,CP019892
MK977698,CP019892
MK814762,CP019892
MN119377,NZ_LN831039.1
MT776809,NZ_CABEIC010000001.1
AY129337,NZ_LN831039.1
MN428065,NZ_LN831039.1
MT723943,NZ_LN831039.1
MN892484,NZ_LN831039.1
MN234163,CP019892
MH153800,NZ_CP029197.1
MK919475,NZ_LN831039.1
MW055902,NZ_LN831039.1
MK757446,NZ_LN831039.1
MK967401,NZ_LN831039.1
MT657333,CP019892
DQ398053,NZ_LN831039.1
,NZ_VYRZ00000000.1
MK937598,CP019892
MN062705,NZ_OCQN01000001
MT889386,NZ_LN831039.1
MK494132,NZ_LN831039.1
MT310867,NZ_LN831039.1
MN807246,CP019892
MT498056,NZ_LN831039.1
MK494108,NZ_LN831039.1
MK937601,NZ_CABEIC010000001.1
MT723944,NZ_LN831039.1
DQ398043,NZ_LN831039.1
AY129330,NZ_LN831039.1
AY129333,NZ_LN831039.1
MK801733,NZ_CABEIC010000001.1
MK875794,CP019892
MN204495,NZ_JYBE02000001.1
MN284906,NZ_CP022580.1
MK279844,LC361338
KX557288,NC_012490.1
MN310543,CP019892
MN586022,NZ_CP022580.1
MN204501,NZ_CP022580.1
MK494107,LC361338
MT684591,CP019892
MN586035,NZ_LN831039.1
MK801726,NZ_LN831039.1
MT310860,NZ_LN831039.1
MN234222,CP019892
MN585995,NZ_LN831039.1
,NZ_CM001889
MN807247,NZ_LN831039.1
MT498057,CP019892
MN010759,CP019892
MK937591,NZ_LT629770
MN813696,NZ_LN831039.1
MK620896,MTKC01000003
AY129331,NZ_LN831039.1
MK967400,CP019892
MK801729,NZ_CABEIC010000001.1
MT498058,NZ_CP022580.1
MT657336,CP019892
MN586057,NZ_CP022580.1
MN234196,NZ_CABEIC010000001.1
MT771343,NZ_CABEIC010000001.1
MT310852,NZ_BMUQ00000000.1
MT889380,NZ_LN831039.1
KX648373 ,NZ_LN831039.1
MK801723,NZ_CABEIC010000001.1
MK620898,NZ_LN831039.1
MN234233,CP004353
MN586032,NZ_LN831039.1
MT310892,NZ_LN831039.1
MK494101,NZ_LN831039.1
MH399772,NZ_LN831039.1
MT310873,CP019892
DQ398044,NZ_LN831039.1
MN428061,NZ_LN831039.1
AY129335,NZ_LN831039.1
MN908688,NZ_LN831039.1
MK494118,NZ_LN831039.1
MN329678,NC_006085.1
MH153801,NZ_CP029197.1
MK977701,NZ_LN831039.1
MK059749,NZ_LN831039.1
MK937608,NZ_LT629770
MT310854,FN554889
MN585996,NZ_CP022580.1
MT451982,MT024872.1
MN234226,NZ_LN831039.1
MN586055,NZ_CABEIC010000001.1
MT310883,NZ_LN831039.1
MK494095,NZ_LN831039.1
 KX683293,NZ_LN831039.1
JF704095,NZ_LN831039.1
MN062701,NZ_LN831039.1
MT310857,NZ_LN831039.1
MT889387,LC361338
MT316462,CP019892
MW055903,CP019892
MN010758,NZ_CABEIC010000001.1
MN908691,NZ_CABEIC010000001.1
MN444876,NZ_JYBE02000001.1
MK494087,NZ_LN831039.1
MT553338,NZ_LN831039.1
MK919482,NZ_LN831039.1
MT889371,CP019892
MN369740,NZ_CABEIC010000001.1
MK559427,NZ_LN831039.1
MN062702,CP019892
MN428053,NZ_CABEIC010000001.1
MN703414,NZ_LT629770
MT889379,NZ_CABEIC010000001.1
MT889389,CP019892
MN585969,NZ_LN831039.1
MK977706,CP032788
MN945902,NC_012490.1
MN617841,NZ_LN831039.1
MT897903,NZ_LN831039.1
MT771341,NZ_CABEIC010000001.1
MN062714,CP019892
MK494094,NZ_LN831039.1
MK814756,NZ_LT629770
MK937599,NZ_CABEIC010000001.1
MN428048,NZ_CABEIC010000001.1
MT498059,NZ_CABEIC010000001.1
MN586001,NZ_LN831039.1
MN428047,NZ_LN831039.1
MT451985,CP019892
MN310544,NZ_LN831039.1
MT310893,NZ_LN831039.1
MN444869,NZ_LN831039.1
MK919484,LC361338
MN585974,NZ_LN831039.1
MT553337,NZ_LN831039.1
MN908689,CP014518
MT498037,NZ_GG657757
MN703411,LC361338
MK937595,NZ_MIGA01000001
MN585965,NZ_LN831039.1
MK494116,NZ_LN831039.1
MT024859,NZ_CABEIC010000001.1
MN234187,NZ_LN831039.1
NC_021347,NZ_CP029197.1
MN585972,LC361338
MN234174,NZ_LN831039.1
MN234186,QLNP01000098
MK494112,NZ_JYBE02000001.1
MT114159,NZ_LN831039.1
MN585975,NZ_LN831039.1
MN234199,NZ_LN831039.1
MT521991,MT024872.1
MK559428,NZ_LN831039.1
MT639653,QLNP01000098
MN586041,NZ_LN831039.1
MT723940,NZ_LN831039.1
MN586033,NZ_BJNB00000000.1
,NZ_JYBE02000001.1
MN586047,NZ_CABEIC010000001.1
MK820641,NZ_CABEIC010000001.1
MN585987,NZ_LN831039.1
MT498054,NZ_CABEIC010000001.1
MK660712,NZ_AEUD01000047.1
MN945904,NZ_LN831039.1
MT522007,NZ_CABEIC010000001.1
KT365400,NZ_LN831039.1
MK359325,NZ_LN831039.1
MK967386,NZ_JYBE02000001.1
MK524487,NC_012490.1
MK919476,LC361338
MT657341,NZ_LN831039.1
MK977697,CP019892
MT310872,NZ_CABEIC010000001.1
MH479912,NZ_CABEIC010000001.1
MK977711,NZ_JYBE02000001.1
MK814750,NZ_CABEIC010000001.1
MN284894,FN554889
MK814757,NZ_CABEIC010000001.1
MN585966,NZ_CABEIC010000001.1
MT684598,NZ_CM001889
MT776808,NZ_CP022580.1
MT684587,CP019892
MN586048,NZ_LN831039.1
MK494130,NZ_LN831039.1
MN586056,NZ_JYBE02000001.1
MN096377,NZ_LN831039.1
MK894432,CP019892
MN284907,NZ_CABEIC010000001.1
MT889374,NZ_LN831039.1
MT498060,NZ_LN831039.1
MK814758,NZ_LN831039.1
MN369752,NZ_LN831039.1
MW055904,NZ_LN831039.1
MH271298,CP019892
KX557234,NZ_LN831039.1
KR997930,NZ_LN831039.1
MH155868,FN554889
MK359363,NZ_LN831039.1
KP027197,NZ_LN831039.1
MG198781,LC361338
JQ809701,NZ_LN831039.1
MK937593,NZ_LN831039.1
MG099944,NZ_LN831039.1
MH371108,CP019892
MK620900,FN554889
MK814760,NZ_CABEIC010000001.1
MT639643,CP019892
MN586054,NZ_JYBE02000001.1
MK977708,NZ_LN831039.1
MN062720,CP019892
KX620754,NZ_CP029197.1
MN703406,NZ_LN831039.1
MT657343,CP019892
MT522004,NZ_LN831039.1
KR053194,NR_026488.1
MT316461,NZ_BMUQ00000000.1
MK937594,NZ_CABEIC010000001.1
MN586031,NZ_CABEIC010000001.1
MT684586,NZ_LN831039.1
MT952845,NZ_CP029197.1
MN096361,NZ_LN831039.1
KX159477,NZ_LN831039.1
MN284903,NZ_LN831039.1
MT818424,NZ_CABEIC010000001.1
MT498066,NZ_LN831039.1
MN119376,FN554889
MN234182,NZ_LN831039.1
MF668271,NZ_LN831039.1
MN234177,CP019892
MT952851,NZ_LN831039.1
MN703412,QLNP01000098
MN234190,NZ_CP022580.1
MN096363,NZ_CABEIC010000001.1
MN310549,NZ_CP022580.1
MT818420,CP019892
MN234216,NZ_CM001889
MT498039,NZ_CABEIC010000001.1
MN585980,NZ_LT629770
MN204492,NZ_JYBE02000001.1
MT498050,LC361338
MN234227,NZ_LN831039.1
MT553340,CP019892
MN807250,NZ_LN831039.1
KR053195,NZ_CP029197.1
MH171097,NZ_BMTY00000000.1
MK620899,NZ_CABEIC010000001.1
MK494131,NZ_LN831039.1
KX834009,NZ_LN831039.1
MN586037,NZ_LN831039.1
MK801728,NZ_CABEIC010000001.1
MT889370,NZ_CABEIC010000001.1
MK967392,NZ_CABEIC010000001.1
MK494122,NZ_LN831039.1
MK919479,LC361338
MN234162,NZ_CP022580.1
MK757447,CP019892
MT897907,NZ_LN831039.1
MT986025,NZ_CABEIC010000001.1
MK967399,NZ_LN831039.1
NC_016435,NZ_CP029197.1
KR053197,NZ_CP029197.1
MN062707,NZ_LN831039.1
KP790011,NZ_CP029197.1
KR053201,NZ_CABEIC010000001.1
MN497953,NZ_LN831039.1
KU963259,NZ_CABEIC010000001.1
MN234201,NZ_LN831039.1
MT986026,CP019892
MN813685,NZ_CABEIC010000001.1
MK450428,NZ_CABEIC010000001.1
MF185720,NZ_LN831039.1
MH779506,LC361338
MF668273,LC361338
MG198784,NZ_CABEIC010000001.1
MF324910,NZ_LN831039.1
JX649099,NZ_LN831039.1
MT684594,NZ_LN831039.1
MH025889,NZ_CABEIC010000001.1
MG770212,NZ_LN831039.1
MH590601,NZ_OCQN01000001
MK279855,NZ_LN831039.1
MK494100,NZ_LN831039.1
MK875797,NZ_CABEIC010000001.1
MH513970,NZ_LN831039.1
MK620893,NZ_LN831039.1
MN586029,NZ_LN831039.1
MK878901,NZ_CABEIC010000001.1
MK967394,CP019892
MK450430,NZ_CABEIC010000001.1
MN586010,CP019892
MT776812,NZ_LN831039.1
MT639648,NZ_LN831039.1
MN062706,NZ_LN831039.1
MK686069,NZ_BMUQ00000000.1
MN735431,NZ_LN831039.1
MK494128,NZ_LN831039.1
MN284908,NZ_LN831039.1
MK494104,NZ_LN831039.1
MN224566,NZ_AP022561.1
MK820638,NZ_LN831039.1
MT498046,CP019892
MT889398,NZ_CABEIC010000001.1
MN497954,CP019892
MF324898,NC_012490.1
MT723936,NZ_CABEIC010000001.1
MK279841,NZ_CM001889
MT684601,NZ_LN831039.1
MN369738,NZ_LN831039.1
MK967379,NZ_LN831039.1
MG812490,NZ_LN831039.1
KU985092,NZ_LN831039.1
MH632117,NZ_LN831039.1
MN586034,NZ_LN831039.1
MF919507,NZ_LN831039.1
KX585252,NZ_LN831039.1
MH271300,NZ_LT629770
MN204500,NZ_JYBE02000001.1
MN908690,CP019892
MN010757,NZ_LN831039.1
MK878899,CP019892
MN310547,NZ_LN831039.1
MK880124,NZ_CP029197.1
MK494089,NZ_LN831039.1
MN428060,FN554889
MN234217,LC361338
MK757448,LC361338
MN234184,NZ_LN831039.1
MT451980,MT024872.1
MN813693,NZ_LN831039.1
MT889369,NZ_LN831039.1
MW055905,NZ_JYBE02000001.1
MW055906,NZ_LN831039.1
MN585993,NZ_LN831039.1
MN234168,QLNP01000098
MN369746,NZ_LN831039.1
MN224565,NZ_JYBE02000001.1
MN735430,CP019892
MN586063,MN586063.1
MT310863,MTKC01000003
MN703410,NZ_LN831039.1
MT310862,MTKC01000003
MT310858,NZ_LN831039.1
MT451983,MT498063.1
MN329673,NZ_CABEIC010000001.1
 KY471460,NZ_LN831039.1
MT521999,NZ_CABEIC010000001.1
MN428054,NZ_LN831039.1
MT310871,NZ_LN831039.1
MN234224,LC361338
MT498051,CP019892
MT521998,NZ_CABEIC010000001.1
MT498044,NZ_LN831039.1
MT818423,NZ_LN831039.1
MK967389,NZ_CABEIC010000001.1
MN586042,NZ_LT629770
MN204494,NZ_JYBE02000001.1
MN310541,NZ_LN831039.1
MK967398,LC361338
MN444874,NZ_CP022580.1
MN284900,NZ_LN831039.1
 KX619650,NZ_LN831039.1
MT639654,NZ_LN831039.1
MT310882,NZ_LN831039.1
MT310881,NZ_LN831039.1
MT310880,NZ_LN831039.1
MN945903,NZ_LN831039.1
MT498043,QLNP01000098
MT114161,LC361338
MT723937,NZ_CABEIC010000001.1
MW055907,CP019892
MT498052,NZ_CP022580.1
MN945905,NZ_CABEIC010000001.1
MN329674,NZ_LN831039.1
MN444875,NZ_LN831039.1
MK494090,NZ_LN831039.1
MT771340,NZ_LN831039.1
MK494106,NZ_CABEIC010000001.1
MN428066,NZ_LN831039.1
MT639647,CP019892
MN310548,NZ_LN831039.1
MN062704,NZ_CABEIC010000001.1
MT498061,NZ_LN831039.1
MN586052,NZ_LN831039.1
MN369745,CP019892
MN585976,NZ_LN831039.1
MN428059,NZ_LN831039.1
MT522001,CP019892
MN204496,MTKC01000003
MT657344,CP019892
MN234193,NZ_LN831039.1
MT723933,NZ_CM001889
MN586014,NZ_CABEIC010000001.1
MN329677,NZ_CABEIC010000001.1
MT310898,FN554889
MT553342,CP019892
MN010761,NZ_CP022580.1
MN369739,NZ_LN831039.1
MN310542,NZ_LN831039.1
MN892486,NZ_LN831039.1
MN585970,NZ_LN831039.1
MT316460,NZ_LN831039.1
MT776811,LC361338
MT498041,NZ_LN831039.1
MN204502,NZ_LN831039.1
MK894433,NZ_LN831039.1
MN617840,CP019892
MN585967,NZ_LN831039.1
,NZ_LT629770
MK620894,MTKC01000003
MN428058,NZ_LN831039.1
MK494124,NZ_LN831039.1
MN484600,QLNP01000098
MK977703,LC361338
MT553341,CP019892
MN892485,NZ_CABEIC010000001.1
MK494125,NZ_LN831039.1
MN369760,NZ_LN831039.1
MK494109,NZ_CABEIC010000001.1
MT889392,CP019892
MK820640,LC361338
MW055908,NZ_CABEIC010000001.1
MN234220,NZ_CP022580.1
MT553345,NZ_LN831039.1
MN586015,NZ_CP022580.1
MK894434,CP019892
MN703407,NZ_LT629770
MT498062,MT498063.1
MK977712,CP032788
MN096358,NZ_LT629770
MT024869,QLNP01000098
MN234185,NZ_LN831039.1
MN585968,NZ_LN831039.1
MN586026,NZ_CABEIC010000001.1
MN813678,NZ_LN831039.1
MN586062,NZ_LN831039.1
MN096375,NZ_JYBE02000001.1
MN096380,NZ_LN831039.1
MT818426,NZ_LT629770
MK937612,NZ_LN831039.1
MK757445,NZ_LN831039.1
MT684590,NZ_GG657757
MN284893,NZ_LN831039.1
MN586011,NZ_LN831039.1
MN586050,NZ_LN831039.1
MK977707,NZ_LN831039.1
MN813680,LC361338
MK894438,CP019892
MN369754,MT024872.1
MT986029,NZ_CABEIC010000001.1
MN204503,LC361338
MT639639,NZ_CABEIC010000001.1
 KX550441,NZ_LN831039.1
MN703409,QLNP01000098
MT498040,CP019892
DQ398045,NZ_LN831039.1
MT818419,NZ_LN831039.1
MN183280,NZ_LN831039.1
MK977699,NZ_CABEIC010000001.1
MT889366,QLNP01000098
MN369741,NZ_LN831039.1
MN586005,NZ_LN831039.1
MK801734,NZ_CABEIC010000001.1
MK494097,NZ_LN831039.1
MN234194,QLNP01000098
MN813695,LC361338
MT723934,NZ_CABEIC010000001.1
MT553339,CP019892
MN096376,NZ_LN831039.1
MT818421,NZ_LN831039.1
MK919477,NZ_CABEIC010000001.1
MK919474,CP019892
MK814752,NZ_CABEIC010000001.1
MT498038,CP019892
MN234234,LC361338
MT310896,CP019892
MT310879,NZ_LN831039.1
MN892487,NZ_LN831039.1
MK919469,NZ_CABEIC010000001.1
MT952846,CP019892
MT521994,NZ_CABEIC010000001.1
MT776813,NZ_LN831039.1
MK967377,NZ_CABEIC010000001.1
MN234171,NZ_LN831039.1
MK967397,NZ_LN831039.1
MK494096,NZ_LN831039.1
MT776807,CP019892
MN284902,QLNP01000098
MN234170,NZ_LN831039.1
MN369761,NZ_LN831039.1
MT498045,LC361338
MN234200,NZ_LN831039.1
KX578071.1,NZ_LN831039.1
MT310897,NZ_LN831039.1
MT684597,NZ_LN831039.1
MN735434,NZ_LN831039.1
MN234204,CP019892
MT657331,NZ_LN831039.1
MK937606,NZ_LT629770
MN586061,LC361338
MT657335,NZ_CABEIC010000001.1
MT310859,NZ_LN831039.1
MN284895,NZ_LN831039.1
MN062715,NZ_CABEIC010000001.1
MT897909,NZ_LN831039.1
MT639644,NZ_LN831039.1
MN586016,NZ_LN831039.1
MN585992,NZ_LN831039.1
MN183284,CP019892
MT639652,NZ_LN831039.1
MT771342,NZ_CABEIC010000001.1
MN813682,NZ_LT629770
MT818417,NZ_LN831039.1
MT684589,AF346474.1
MN062716,NZ_CP022580.1
MK494088,NZ_LN831039.1
MT657337,CP019892
MN062703,CP019892
MK977702,NZ_CABEIC010000001.1
MN428055,NZ_CABEIC010000001.1
MN703415,NZ_LN831039.1
MT316458,CP019892
MN096378,CP019892
MN586025,NZ_LN831039.1
MN586020,NZ_LT629770
MN807249,NZ_LN831039.1
MN204497,NZ_JYBE02000001.1
MK864263,NZ_CABEIC010000001.1
MN586028,NZ_CABEIC010000001.1
MK919470,NZ_CABEIC010000001.1
MT498063,MT498063.1
MN234219,NZ_LN831039.1
MT771346,NZ_CABEIC010000001.1
MN234210,QLNP01000098
MN369748,NZ_LN831039.1
MK620903,CP019892
MN234211,QLNP01000098
,NZ_BMUQ00000000.1
MN284898,NZ_CABEIC010000001.1
MT889383,NZ_LN831039.1
MT889391,NZ_LN831039.1
MN369749,NZ_LN831039.1
MT952854,NZ_LN831039.1
MN369755,NZ_LN831039.1
MN010762,NZ_CABEIC010000001.1
MK494117,NZ_LN831039.1
MK686071,NZ_BMUQ00000000.1
MT522005,NZ_LN831039.1
MN369759,NZ_LN831039.1
MT310878,NZ_CP029197.1
MT114162,MTKC01000003
MN428051,NZ_LN831039.1
MK559429,NZ_LN831039.1
MK977705,NZ_CABEIC010000001.1
MK894437,CP019892
MK875800,NZ_LN831039.1
MT684593,NZ_LN831039.1
MT521995,NZ_CABEIC010000001.1
MN204499,LC361338
MT684595,NZ_LN831039.1
MK660714,LC361338
MT776806,NZ_LN831039.1
MK878900,NZ_LN831039.1
MN586027,LC361338
MT952848,NZ_CP029197.1
MT897905,NZ_GG657757
MT657342,NZ_LN831039.1
MT024872,MT024872.1
MN586051,NZ_LN831039.1
MN234191,NZ_LT629770
MN428063,NZ_CABEIC010000001.1
MN234169,NZ_LN831039.1
MW055909,CP019892
MN284897,LC361338
MK801732,CP019892
MT451984,MT498063.1
MK937604,NZ_LN831039.1
MT657332,CP019892
MK919481,NZ_CABEIC010000001.1
MN369758,NZ_CP022580.1
MT521992,NZ_CP029197.1
MT818425,NZ_LN831039.1
MK967402,NZ_LN831039.1
MT114166,CP019892
MK494119,NZ_LN831039.1
MK494121,NZ_CABEIC010000001.1
MN310545,NZ_LN831039.1
MT310864,CP019892
MK494127,NZ_LN831039.1
MN813697,NZ_LN831039.1
MN062708,NZ_LN831039.1
MT889393,NZ_CABEIC010000001.1
MN010760,NZ_CABEIC010000001.1
MN096367,CP019892
MN096359,NZ_LN831039.1
MN585988,NZ_CABEIC010000001.1
MT889394,QLNP01000098
MT889397,NZ_LN831039.1
MN728684,NZ_LN831039.1
MT639650,NZ_CABEIC010000001.1
MN284896,NZ_CP029197.1
MT490373,NZ_LN831039.1
KX670789,NZ_JYBE02000001.1
AY129338,NZ_LN831039.1
MN813687,NZ_LN831039.1
MN813694,NZ_CABEIC010000001.1
MT952853,QLNP01000098
DQ398046,NZ_LN831039.1
MN586017,NZ_LN831039.1
MT889367,NZ_CP022580.1
MT316459,CP019892
MN428064,CP019892
MT024864,CP019892
MN813675,NC_006085.1
MN813691,NC_006085.1
MN813692,NC_006085.1
MN813688,NC_006085.1
MN813689,NC_006085.1
MN813690,NC_006085.1
MN813679,NC_006085.1
MN813677,NC_006085.1
MN813683,NC_006085.1
MN813699,NZ_LN831039.1
MT498064,CP019892
MT771347,QLNP01000098
MT639645,NZ_LN831039.1
MN234212,NZ_LN831039.1
MT639640,NZ_CABEIC010000001.1
MT553343,CP019892
NC_015453,NZ_CP029197.1
MN908685,CP019892
DQ398047,NZ_LN831039.1
MN119378,NZ_LN831039.1
 KX458237,NZ_LN831039.1
NC_023735,NZ_CP029197.1
MT818422,NZ_LN831039.1
MK494126,NZ_LN831039.1
MN586060,NZ_LN831039.1
NC_031076.1,NZ_CP029197.1
NC_031108.1,NZ_CP029197.1
AF547430,NZ_LN831039.1
MN703408,NZ_LN831039.1
MN807248,NZ_LN831039.1
MT114167,NZ_LN831039.1
MT310891,CP019892
MT310890,CP019892
MN096369,NZ_CABEIC010000001.1
MK620904,CP019892
MT310866,CP019892
MK686070,FN554889
MN586009,MTKC01000003
JX889246,NZ_JAANOB010000217.1
MK494093,NZ_LN831039.1
MN234223,NZ_LN831039.1
MK937596,CP019892
MK820639,NZ_LN831039.1
MT639641,CP019892
BA000030.4,NC_003155.5
MT889376,QLNP01000098
KT206225,CP014475
MT310888,CP019892
MN175604,NZ_CABEIC010000001.1
MT310889,CP019892
MK937592,NZ_LN831039.1
MN010756,NZ_LN831039.1
MN310546,CP019892
MK620902,CP019892
MK801724,NZ_CABEIC010000001.1
MT498053,NZ_GG657757
NC_023722,NZ_LN831039.1
MK494105,NZ_LN831039.1
DQ398049,NZ_LN831039.1
MK494120,NZ_LN831039.1
MK875798,CP019892
MN062719,CP019892
MN234179,NZ_CABEIC010000001.1
MT889388,LC361338
DQ398051,NZ_LN831039.1
MW055915,NZ_LN831039.1
MT024861,NZ_LN831039.1
DQ398050,NZ_LN831039.1
MN062712,NZ_LN831039.1
MN234181,CP019892
MN329676,NZ_LN831039.1
MK875792,NZ_LN831039.1
MK820642,NZ_CABEIC010000001.1
MT114158,NZ_LN831039.1
MT498065,CP019892
MT639651,NZ_CABEIC010000001.1
MN234218,NZ_CP022580.1
MN703413,QLNP01000098
MN444868,NZ_LN831039.1
MK620901,CP019892
MN428056,NZ_LN831039.1
,MTKC01000003
MK977695,NZ_CABEIC010000001.1
MN096355,NZ_LN831039.1
MN444878,NZ_CABEIC010000001.1
MT723945,NZ_LN831039.1
MN585981,NZ_LN831039.1
MN234236,NZ_LN831039.1
MT889365,CP019892
MN617843,NZ_LN831039.1
MN183282,QLNP01000098
DQ398048,NZ_LN831039.1
MT658805,NZ_CABEIC010000001.1
MN234206,QLNP01000098
MK801735,NZ_LN831039.1
MK737941,CP019892
MN369764,NZ_LN831039.1
KY092484,NZ_JYBE02000001.1
MN234197,NZ_LN831039.1
MN234207,NZ_CP022580.1
MN234231,NZ_LN831039.1
MT310855,CP019892
MT639646,CP019892
MT310870,NZ_LN831039.1
MT498048,NZ_LN831039.1
MT498042,NZ_LN831039.1
MT521993,NZ_CABEIC010000001.1
MK494113,NZ_LN831039.1
MT658803,NZ_LN831039.1
MK967382,NZ_CABEIC010000001.1
MK686068,NZ_BMUQ00000000.1
MN735435,CP019892
MN585983,NZ_LN831039.1
MK814759,NZ_CABEIC010000001.1
MN234225,NZ_LN831039.1
MK620897,CP019892
MT522003,CP019892
MN586044,NZ_LN831039.1
MN096360,NZ_LN831039.1
MK620895,CP019892
MK977704,NZ_CABEIC010000001.1
MN813681,NZ_LN831039.1
MK967381,NZ_CABEIC010000001.1
MN096374,CP019892
MT553335,NZ_LN831039.1
 KX619651,NZ_LN831039.1
MT684602,NZ_LN831039.1
MK686072,NZ_BMUQ00000000.1
AY129334,NZ_LN831039.1
MT897904,NZ_LN831039.1
JN116822,NZ_CP029197.1
MN908694,NZ_LT629770
MN096381,KU885916.2
MK524531,NZ_LN831039.1
MN234232,NZ_CP022580.1
MN204498,MTKC01000003
MN586000,NZ_LN831039.1
MN234202,QLNP01000098
MT889368,NZ_CABEIC010000001.1
MN096365,NZ_CABEIC010000001.1
MN329675,CP019892
MN617842,LC361338
MT553346,NZ_LN831039.1
MK977696,NZ_CABEIC010000001.1
MK524521,NZ_LN831039.1
MN234213,NZ_CP022580.1
MT723932,NZ_LN831039.1
MK494091,NZ_LN831039.1
MN735433,NZ_LN831039.1
MN586008,CP019892
MT818415,CP019892
MK814749,LC361338
MT889396,NZ_LN831039.1
MT310850,NZ_CP022580.1
MT310851,CP019892
MK937609,NZ_CABEIC010000001.1
MN234203,NZ_LN831039.1
MT684599,NZ_CABEIC010000001.1
MT114163,NZ_LN831039.1
MT897908,NZ_GG657757
MN062717,CP019892
MN585994,NZ_LN831039.1
MK967385,NZ_CP022580.1
MK919471,CP019892
MK878895,NZ_LN831039.1
MN234221,QLNP01000098
MN234180,QLNP01000098
MT818418,NZ_LN831039.1
MT889395,NZ_LN831039.1
MN908684,QLNP01000098
MH316569,NZ_CP029197.1
,NZ_GG657755.1
MK967384,NZ_CABEIC010000001.1
MT771345,NZ_CABEIC010000001.1
MK494092,NZ_LN831039.1
MK937602,CP019892
MT952850,CP019892
MN484601,NZ_CABEIC010000001.1
MN945899,NZ_LN831039.1
MN908687,NZ_CABEIC010000001.1
MT316463,NZ_LN831039.1
MK967380,NZ_CP029197.1
MN010755,CP019892
MN586007,NZ_LT629770
MK814761,NZ_CABEIC010000001.1
MN428052,NZ_LN831039.1
MN585991,NZ_LN831039.1
MT684588,NZ_LN831039.1
MN062718,NZ_LN831039.1
MN892483,CP019892
MN096368,NZ_LN831039.1
MN204504,NZ_JYBE02000001.1
MT522000,NZ_LN831039.1
MK061416,MK061416.1
,NZ_GG657745.1
